player_name,player_id,season,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Thanasis Antetokounmpo,antetth01,2022,332,153,-2.64207834381598,6.411300035145514,3.769221691329534,-5.340026685924393,3.464460467063377,-1.875566218861016,-2.937021829972013,6.320757383435152,3.38373555346314,.4766139712452044,.4766139712452044,0,-.8111799533145274,4.378933362042225,3.567753408727698,-.465829981300348
Carmelo Anthony,anthoca01,2022,475,218,3.905601205032089,-1.421501216653269,2.48409998837882,8.488112427087836,-2.626084049577395,5.862028377510441,4.327805066151825,-1.512113242687241,2.815691823464584,.6114308135546856,.6114308135546856,0,4.427643889510562,-4.039573224443548,.3880706650670138,-1.251778053455514
Cole Anthony,anthoco01,2022,558,271,4.049361653304608,-.8427538295281103,3.206607823776498,24.14434736686558,1.604249913026289,25.74859727989187,5.632374080802997,-.6458877419525556,4.986486338850441,1.068849496823441,1.068849496823441,0,5.495205925912503,.5948982950141043,6.090104220926608,-.0790189970454594
OG Anunoby,anunoog01,2022,596,292,.0970591062812097,-.9607232633366634,-.8636641570554537,10.68383336609888,-4.849166631084861,5.83466673501402,.8675323387945364,-1.289583325204843,-.4220509864103064,.3441008475429094,.3441008475429094,0,.2939587863975178,1.111233129113306,1.405191915510824,-.7971022732119377
D.J. Augustin,augusdj01,2022,194,85,-2.820099510084872,-5.231862701344942,-8.051962211429814,-8.117884852046934,-14.30365376406254,-22.42153861610948,-3.266246361343321,-5.953722112300646,-9.219968473643966,-.2832128163294053,-.2832128163294053,0,-3.323810770322206,-9.08611927734923,-12.40993004767144,.9549070794114458
Deni Avdija,avdijde01,2022,301,138,-.9663867291681986,4.314124249548001,3.347737520379803,3.528424377589688,6.047787722208045,9.576212099797733,-.6178954355095116,4.520080357839223,3.902184922329711,.4680702766205883,.4680702766205883,0,-1.716879064119884,3.334717337346379,1.617838273226496,-.0639773871343475
Joel Ayayi,ayayijo01,2022,7,4,-4.22328971346956,10.73709211283384,6.513802399364275,-15.6400812224705,19.53769018441771,3.897608961947213,-5.036692101150167,11.65398157517877,6.6172894740286,.0185344873474383,.0185344873474383,0,-4.412939005386128,3.565726144611472,-.8472128607746559,-3.103364418480907
Deandre Ayton,aytonde01,2022,319,149,-.5330865605224157,3.663400977008537,3.130314416486121,6.394706680243614,-2.116715657419812,4.277991022823802,-.012815983857638,3.252755854136157,3.239939870278519,.4538510423381454,.4538510423381454,0,-.1602797095901097,2.30564105572329,2.145361346133181,-.3362977981817471
Marvin Bagley III,baglema01,2022,22,10,-4.726219215184693,7.322882056135395,2.596662840950702,8.292375830922529,16.68445917072366,24.97683500164618,-3.88304438400274,8.196668165181894,4.313623781179153,.0366533725319894,.0366533725319894,0,-.3853304513240376,1.231211790901426,.8458813395773886,1.738032658949296
LaMelo Ball,ballla01,2022,510,239,5.080869759229312,3.766193989434242,8.847063748663555,4.201414891308891,-.5239680114246946,3.677446879884197,5.08568514641395,3.553191651462991,8.638876797876941,1.392087567960495,1.392087567960495,0,6.068724447257581,4.026087675652407,10.09481212290999,.2459971678771258
Lonzo Ball,balllo01,2022,506,243,-.8213855462245852,3.800274880167342,2.978889333942757,6.830016624098302,3.414026475846121,10.24404309994442,-.2814440214478379,3.829804459564968,3.54836043811713,.784511820442062,.784511820442062,0,.5783755191947582,3.877208875469472,4.45558439466423,.476239659429605
Mo Bamba,bambamo01,2022,527,258,.5737340777462107,.9352625776880164,1.508996655434227,-.0267532126688194,2.918545508419704,2.891792295750885,.5520023138624767,1.149718793500897,1.701721107363373,.5894540412601462,.5894540412601462,0,.5850516645995595,1.356427578481868,1.941479243081428,.6027911394910526
Desmond Bane,banede01,2022,453,210,1.428684894421484,-.7844982236024779,.6441866708190058,5.479187742180428,1.974642581358083,7.45383032353851,1.786673483352192,-.5762366089439677,1.210436874408224,.430670743525545,.430670743525545,0,7.337411765770643,-.230065189610088,7.107346576160555,1.522700922158519
Dalano Banton,bantoda01,2022,194,93,-.1483720673239031,3.866804822922995,3.718432755599092,-1.242646591625277,1.160273535647327,-.0823730559779496,-.22078464496877,3.747588864802705,3.526804219833936,.29813018022053,.29813018022053,0,-2.714283999719068,4.574265509500515,1.859981509781448,.1042068211235027
Harrison Barnes,barneha02,2022,558,259,4.66519855664604,2.074039292684026,6.739237849330066,-3.119025730447482,-6.365261010396255,-9.484286740843736,4.183806128929229,1.511348472826727,5.695154601755956,1.126450186274146,1.126450186274146,0,5.214756713592938,.24993219470404,5.464688908296978,.9579405808981533
Scottie Barnes,barnesc01,2022,502,244,1.615907604349893,-.6216374228086525,.9942701815412409,-1.619304163970636,-2.8767069545653,-4.496011118535935,1.402344703211697,-.8199138745990291,.5824308286126676,.4153653026443145,.4153653026443145,0,-.5535193149145747,1.724256304183309,1.170736989268734,.126480320586818
RJ Barrett,barrerj01,2022,503,245,3.758162235386905,-1.708934366014645,2.04922786937226,11.49916632663246,-9.973913836451919,1.52525249018054,4.375252161527754,-2.358310008402277,2.016942153125478,.5966125511969529,.5966125511969529,0,3.521414612879481,-1.079986685633054,2.441427927246426,.1281654972968963
Will Barton,bartowi01,2022,473,220,.9193055552934229,3.883919213192428,4.803224768485851,-4.295387537979064,8.583295840885176,4.287908302906112,.5715321403165918,4.286240369578216,4.857772509894808,.872704230962725,.872704230962725,0,.6798575662460036,4.331282396728006,5.01113996297401,2.240436468652703
Charles Bassey,bassech01,2022,16,7,9.185230684724752,-9.976285826670102,-.7910551419453498,7.633493805570512,-9.408006391520894,-1.774512585950382,9.221634722506533,-10.14245607245288,-.9208213499463511,.0065036830529917,.0065036830529917,0,8.820480466092807,-10.4695882304196,-1.649107764326795,-.4530049229385725
Keita Bates-Diop,bateske01,2022,204,98,-3.863199176404072,2.749036992757793,-1.114162183646279,8.382446820422476,11.18607973438729,19.56852655480976,-3.004906557517212,3.451450577184267,.4465440196670536,.1566763214312472,.1566763214312472,0,-4.26503438352935,1.034397231960057,-3.230637151569292,-2.007824874986771
Nicolas Batum,batumni01,2022,291,135,-4.80074832681759,6.742765966896533,1.942017640078943,-6.527017665178666,16.49314715832796,9.966129493149293,-4.985662835659611,7.582131615038421,2.596468779378809,.367857458633168,.367857458633168,0,-7.416522148755766,7.477781067232979,.061258918477213,-.1082566189065422
Kent Bazemore,bazemke01,2022,490,223,-.6691385292971377,4.233915081872953,3.564776552575815,2.445780274350277,1.366058745240727,3.811839019591004,-.4520499231526905,4.051461899476164,3.599411976323473,.723122303077012,.723122303077012,0,-.3134469469524864,2.871966450057093,2.558519503104606,.1016178046993822
Darius Bazley,bazleda01,2022,401,189,-5.706880676024675,1.814252272408064,-3.892628403616611,-3.851140535232559,-5.535294868121945,-9.386435403354504,-5.62842994206586,1.345038433736875,-4.283391508328986,-.1484281914409177,-.1484281914409177,0,-2.520904078578615,.8169026744469666,-1.704001404131648,.3904410311762754
Bradley Beal,bealbr01,2022,462,219,-1.733987111894052,1.561443984187553,-.1725431277064995,-8.633157243087537,11.07604341549925,2.442886172411717,-2.387609172799345,2.305861903395921,-.081747269403424,.3021404619585671,.3021404619585671,0,-2.628366772853909,1.994037930590936,-.6343288422629727,1.369194587520022
Malik Beasley,beaslma01,2022,314,145,1.008382945022936,-.2223769565467787,.7860059884761569,6.719404246705119,-12.33538233950893,-5.615978092803806,1.477851797800038,-1.121264775762415,.356587022037623,.2297497590029336,.2297497590029336,0,-.945785362215253,-1.91532141673772,-2.861106778952973,-.0321157280604727
DeAndre' Bembry,bembrde01,2022,154,73,-.8909817974067135,2.595710954004825,1.704729156598111,-4.892507091907124,4.020706150396305,-.8718009415108191,-1.198409219472523,2.769884400962865,1.571475181490342,.1613193454174863,.1613193454174863,0,-1.773664217243425,5.399923065123946,3.626258847880521,.2327835432471784
Davis Bertans,bertada01,2022,261,118,-1.821460906840924,-3.640374076772954,-5.461834983613879,-.9151256653918408,-3.292138163413978,-4.207263828805819,-1.775005479369582,-3.69501681869458,-5.470022298064162,-.1653979723499893,-.1653979723499893,0,-2.788263118584883,-3.744634602846514,-6.532897721431397,1.022156309350524
Patrick Beverley,beverpa01,2022,184,86,4.80712169005059,3.843244290941445,8.650365980992035,7.024484962347179,-3.143596534539093,3.880888427808086,5.100267546437482,3.386787126475528,8.487054672913009,.4937554780435376,.4937554780435376,0,3.881573666654979,3.201845977281313,7.083419643936293,.1456815688800313
Saddiq Bey,beysa01,2022,467,227,.2334279143337028,-3.050939094260561,-2.817511179926858,3.005967183926141,-6.398818331324119,-3.392851147397978,.5049742911598663,-3.364663073053663,-2.859688781893797,-.0125361494797261,-.0125361494797261,0,-1.959782609430332,-2.660332343669471,-4.620114953099803,-1.343400621269244
Khem Birch,birchkh01,2022,384,186,-.5462962770409259,2.06479364239535,1.518497365354424,-.0762506971887791,3.681641359563619,3.60539066237484,-.4909827530062971,2.22981486783072,1.738832114824423,.4219605793348724,.4219605793348724,0,-3.656312264661773,3.679986883486434,.0236746188246606,-.9608038002377608
Goga Bitadze,bitadgo01,2022,86,39,-5.211690531514334,-13.22018631723404,-18.43187684874837,-2.467822896225488,-1.528065367477332,-3.99588826370282,-5.131113645300823,-12.48694021996167,-17.61805386526249,-.2990713337753118,-.2990713337753118,0,-2.597704073893551,-4.395035329832683,-6.992739403726234,1.11232100921719
Nemanja Bjelica,bjeline01,2022,196,94,.1983446625474463,-.3265455891543087,-.1282009266068624,2.950011381068975,1.9906258563557,4.940637237424675,.4208900476856774,-.2774124271472402,.1434776205384372,.1361271986920573,.1361271986920573,0,-1.613235259698606,-.8590099760178121,-2.472245235716418,-1.938732348724666
Eric Bledsoe,bledser01,2022,341,160,-5.879958337384327,-2.056603824915194,-7.936562162299521,-5.763355279963088,-8.220835889241849,-13.98419116920494,-5.977471040274134,-2.563696800086351,-8.541167840360485,-.4771428045814542,-.4771428045814542,0,-6.702257118609541,.2891373377090239,-6.413119780900517,.9479055347511965
Bogdan Bogdanovic,bogdabo01,2022,423,207,1.929141950795103,-3.848051053396253,-1.91890910260115,.8893744441583751,-8.895217159773589,-8.005842715615213,1.887639913647994,-4.303820015534634,-2.41618010188664,.0344768835541541,.0344768835541541,0,1.824071325906714,-3.516708818421262,-1.692637492514548,-2.249279028068096
Bojan Bogdanovic,bogdabo02,2022,449,210,1.684497281585175,-4.269062867051836,-2.58456558546666,4.579939094731335,4.575475208156111,9.155414302887447,1.913765561970914,-3.622353629598672,-1.708588067627758,.1121091282906494,.1121091282906494,0,2.619530053339038,-5.269786081285631,-2.650256027946593,.4841179836083065
Bol Bol,bolbo01,2022,21,10,-3.714722100632856,1.334304192496437,-2.380417908136419,-4.878610306257833,18.46512144542329,13.58651113916545,-3.892797306271703,2.584957623865703,-1.307839682406,.0075004456140516,.0075004456140516,0,1.520390149297073,2.850044782292764,4.370434931589838,1.973837842321369
Leandro Bolmaro,bolmale01,2022,14,6,-7.072741652343154,-17.27405161775774,-24.3467932701009,-.8576796371036632,-25.71933451765805,-26.57701415476171,-6.75590901751832,-18.23967806269638,-24.9955870802147,-.0683588831150886,-.0683588831150886,0,-3.533324416664471,-18.45557122891598,-21.98889564558045,.390040366156649
Isaac Bonga,bongais01,2022,18,7,1.96225607832232,-2.014704768134782,-.052448689812463,-8.586100663109628,4.437446058516986,-4.148654604592641,1.256357516968085,-1.580379641426761,-.3240221244586756,.0088576528085629,.0088576528085629,0,-3.853402837134174,.3729906710984923,-3.480412166035682,2.275662089417287
Devin Booker,bookede01,2022,421,197,-.1071291236503666,-1.477092704831592,-1.584221828481959,-6.790947240734025,1.466025544202268,-5.324921696531758,-.6407614442040452,-1.273221276882849,-1.913982721086894,.0862659569786837,.0862659569786837,0,.7316278631313261,-2.870255934356164,-2.138628071224838,2.714100264212955
Brandon Boston Jr.,bostobr01,2022,22,9,-5.21677637791623,-6.70299757162364,-11.91977394953987,-17.66846652859327,1.945948831536471,-15.72251769705679,-6.264530871831479,-6.334134620318409,-12.59866549214989,-.0460473905169339,-.0460473905169339,0,-6.201825428858931,-6.722378475450094,-12.92420390430903,1.857104358818481
Chris Boucher,bouchch01,2022,236,114,-1.816920149055412,4.062876176188755,2.245956027133344,-7.464397468336035,9.989342129820713,2.524944661484679,-2.287105145017688,4.591627931907113,2.304522786889425,.293905848454489,.293905848454489,0,-4.317968688414427,5.389294161316455,1.071325472902028,-.0275002233391001
James Bouknight,bouknja01,2022,5,2,-5.109842645510737,-16.76717541375754,-21.87701805926828,-64.55120634099768,2.415980159562213,-62.13522618143547,-9.675805621709205,-15.68236123945247,-25.35816686116167,-.0222207502787897,-.0222207502787897,0,-3.683389243509956,-11.87132471214003,-15.55471395564999,-3.747974375080058
Avery Bradley,bradlav01,2022,276,130,-2.68754493697645,-4.447232946931763,-7.134777883908213,-1.247948878822146,-3.839978540738666,-5.087927419560812,-2.639033465746271,-4.456924607676989,-7.09595807342326,-.2843476544300186,-.2843476544300186,0,-2.450188450464347,-6.300693699898139,-8.750882150362486,-1.379353543836571
Tony Bradley,bradlto01,2022,75,35,-1.45646606997387,16.28367807253407,14.82721200256019,14.19798341780433,7.203736924936799,21.40172034274112,-.3087283005387431,15.93495440809334,15.62622610755459,.322120064033847,.322120064033847,0,-.880543216300113,10.15031371571584,9.269770499415724,-1.87047745461884
Ignas Brazdeikis,brazdig01,2022,97,46,-5.487933948721298,-6.115237195163035,-11.60317114388433,-6.370474260223618,-10.16029532359725,-16.53076958382086,-5.651203704714495,-6.504049370227293,-12.15525307494179,-.2191291472614942,-.2191291472614942,0,-4.952342762877636,-5.398737924042264,-10.3510806869199,-.7406626802503
Mikal Bridges,bridgmi01,2022,426,200,.5124658026436212,-.0379238835713371,.4745419190722841,17.308650312031,13.06913361621764,30.37778392824864,1.787257994375046,.9714231256102881,2.758681119985334,.565618834901805,.565618834901805,0,.9333951548996201,.2819903025816005,1.215385457481221,.6367650887365112
Miles Bridges,bridgmi02,2022,608,284,4.560060937240213,-.9407660658117067,3.619294871428506,12.45576588348553,5.149360362320932,17.60512624580646,5.211818240600243,-.4816537604461941,4.730164480154048,1.088321552796947,1.088321552796947,0,6.387209997247446,.28393560672505,6.671145603972496,.4201667596579022
Oshae Brissett,brissos01,2022,211,98,-3.169656447514164,-2.19549410984061,-5.365150557354774,-3.38357840942425,-12.41549987718659,-15.79907828661084,-3.280981106788199,-2.963671371137161,-6.24465247792536,-.1749905810842001,-.1749905810842001,0,-.3282807454766506,-1.359428801324677,-1.687709546801328,.1512313057464731
Malcolm Brogdon,brogdma01,2022,388,185,1.662020603941655,-1.404980599860451,.257040004081204,-2.879002039894011,1.633536304269702,-1.245465735624308,1.391041876186807,-1.251919145649285,.1391227305375224,.2733425026016641,.2733425026016641,0,3.612276504705732,-.0067918789164512,3.605484625789281,.2416907359779016
Armoni Brooks,brookar01,2022,91,40,.2855146116757422,-9.618011093111869,-9.332496481436127,5.220148314952079,10.76265008859657,15.98279840354865,.6965355274812911,-8.166074263798011,-7.46953873631672,-.0958067923191238,-.0958067923191238,0,2.430111367032762,-11.91992527503515,-9.489813908002391,-.5390237662039656
Bruce Brown,brownbr01,2022,307,143,-1.86005874933288,5.438642904389326,3.578584155056446,-5.26182923352682,6.551433989029899,1.289604755503079,-2.132212545576108,5.648195774239401,3.515983228663293,.4534811690055582,.4534811690055582,0,-2.740855530964406,7.597812744865582,4.856957213901175,-.8193139269099843
Greg Brown III,browngr01,2022,58,25,-.8270308835822837,.5613521253394912,-.2656787582427925,-12.06537400285735,3.351751643405384,-8.713622359451968,-1.691147707165274,.7883098567254121,-.902837850439862,.0238870049242159,.0238870049242159,0,2.050247722457122,-1.805009352164299,.2452383702928234,1.411727838200791
Jaylen Brown,brownja02,2022,495,231,1.424005389172913,-2.002217287369393,-.5782118981964801,6.88081640022231,6.347226159573261,13.22804255979557,1.868743449521616,-1.435438226755203,.4333052227664134,.3815197664811391,.3815197664811391,0,2.390361280881757,.2132515658887093,2.603612846770466,1.723813040662735
Moses Brown,brownmo01,2022,33,15,-4.938336428590312,-5.065060125803909,-10.00339655439422,-13.44936052990204,7.036202239325788,-6.413158290576249,-5.669184104813688,-4.272226012836701,-9.941410117650388,-.055002129748079,-.055002129748079,0,-3.70219789887267,-7.372779646071955,-11.07497754494463,-.0624471072712836
Sterling Brown,brownst02,2022,112,53,-7.871529761847394,-6.693536849702494,-14.56506661154989,-8.229778373552087,4.576755187453733,-3.653023186098354,-8.056618526553756,-5.987951383402553,-14.04456990995631,-.3037730668528374,-.3037730668528374,0,-5.934839920850773,-8.305037407297473,-14.23987732814824,-.5467373207488084
Troy Brown Jr.,browntr01,2022,141,68,-3.04998869825385,-1.691364668761282,-4.741353367015133,-4.076640556539605,-3.660709618960722,-7.737350175500326,-3.196882583619451,-1.904743018959689,-5.10162560257914,-.0801793144733206,-.0801793144733206,0,-1.738512678422595,-1.554921922930916,-3.293434601353511,-1.75714461817378
Jalen Brunson,brunsja01,2022,391,184,4.405769853330006,2.069972227789168,6.475742081119174,10.80482715000339,6.828981430480385,17.63380858048377,5.008491166546421,2.484550426984148,7.493041593530568,.9601103563988307,.9601103563988307,0,5.1532188512141,.7105063987683974,5.863725249982497,-.1561396001233066
Reggie Bullock,bullore01,2022,305,149,-.9200588013107551,-4.142263295724596,-5.06232209703535,-13.59672618633143,6.899848853188191,-6.696877333143243,-1.886732909085411,-3.362017954402981,-5.248750863488392,-.1872180796957807,-.1872180796957807,0,-.4611356675495776,-4.821599363863883,-5.282735031413461,-1.467767048347608
Trey Burke,burketr01,2022,62,29,-2.95124190776742,4.248054223066184,1.296812315298764,-14.65646570178181,9.991226708008893,-4.665238993772919,-3.808726485342395,4.847505132040029,1.038778646697633,.0563973765041006,.0563973765041006,0,-1.739350101088705,-1.683355169366736,-3.422705270455441,.6168043103003756
Alec Burks,burksal01,2022,252,122,.8336300194975709,.6008967541411541,1.434526773638725,-5.413923386026839,5.37292842603281,-.0409949599940296,.3520262956073406,.9694572459520009,1.321483541559342,.2508506894443941,.2508506894443941,0,-.9497515899565383,1.781945512502626,.8321939225460879,-1.035788817852558
Jared Butler,butleja02,2022,95,42,-10.76001296528782,4.392751270652178,-6.367261694635645,.753341347750676,8.666039302827144,9.419380650577819,-10.17630119769157,4.686937590452365,-5.489363607239207,-.0599638196906953,-.0599638196906953,0,-4.585975034562435,-1.286205910206915,-5.872180944769349,2.193318255024765
Jimmy Butler,butleji01,2022,493,239,7.988262832895189,5.406557282426758,13.39482011532195,2.913282925827034,.9523749497203602,3.865657875547394,7.662254313478954,5.168115433247196,12.83036974672615,1.868865768088058,1.868865768088058,0,3.479773881662165,6.238303166250536,9.718077047912702,-1.660909630103582
Kentavious Caldwell-Pope,caldwke01,2022,457,219,-.3391719931145442,.3221188754864487,-.0170531176280954,1.709330667909837,-6.99918504843675,-5.289854380526912,-.158693464568648,-.2154615800584504,-.3741550446270984,.2613475482055245,.2613475482055245,0,-1.181977150503291,.151325875894211,-1.03065127460908,-1.579233571302395
Facundo Campazzo,campafa01,2022,260,125,-2.714743788647078,2.089485670981474,-.625258117665604,-15.90050093959173,-13.0552243212377,-28.95572526082943,-3.731657058819901,.9733007700907181,-2.758356288729183,-.0005281337225954,-.0005281337225954,0,-3.64101182563149,3.439238625909735,-.2017731997217549,-.9155063675560509
Clint Capela,capelca01,2022,389,187,.2131986672440197,1.371542355247459,1.584741022491479,7.247785972307522,-13.78464524507823,-6.536859272770712,.7357688406138631,.2705002568368309,1.006269097450694,.3576492732266475,.3576492732266475,0,.0892344405932829,.0365879879732618,.1258224285665446,-.2065718803526294
Vernon Carey Jr.,careyve01,2022,2,1,-40.29103584152905,5.229515783309325,-35.06152005821973,-58.36752704291812,71.92834023960398,13.56081319668586,-42.6062489675632,10.290666678602,-32.3155822889612,-.0146078684457397,-.0146078684457397,0,-20.33991156506348,.6438195946417971,-19.69609197042169,-3.218443665735734
Jevon Carter,carteje01,2022,254,123,-5.965362703813297,-1.522350129843365,-7.487712833656662,-5.141109097386462,.0336392716861138,-5.107469825700348,-6.006600205218414,-1.49587845041866,-7.502478655637074,-.2931828470755528,-.2931828470755528,0,-6.520739463521235,1.930666923170367,-4.590072540350868,-1.727623183296973
Wendell Carter Jr.,cartewe01,2022,468,226,.1428159655728516,-1.324191436824027,-1.181375471251175,-6.127580041384383,1.789244454255619,-4.338335587128764,-.3147972885442248,-1.08621698110452,-1.401014269648745,.1561401841770909,.1561401841770909,0,-.7736508581109969,-.9230051412279934,-1.69665599933899,.3898180804214649
Alex Caruso,carusal01,2022,405,191,.9356268808410149,2.228101752183749,3.163728633024763,.2803067510229021,-.9232847551478948,-.6429780041249925,.9091926693165002,2.012824309281216,2.922016978597716,.5542352129537429,.5542352129537429,0,.2385251764622221,3.403878489893571,3.642403666355793,.2778596425198266
Willie Cauley-Stein,caulewi01,2022,168,81,-3.330787988899153,-1.014547137295832,-4.345335126194986,2.699887780037097,13.89951788771756,16.59940566775466,-2.98069649031053,.0629062772432816,-2.917790213067249,-.0068146016151667,-.0068146016151667,0,-4.102353437727059,-3.071102814253896,-7.173456251980956,-1.756318948245106
Justin Champagnie,champju01,2022,28,12,-2.467942208708067,-5.428472824105285,-7.896415032813351,24.41024345130662,1.211758457380788,25.62200190868741,-.4969645009304577,-5.01313347313434,-5.510097974064799,-.0170467674380161,-.0170467674380161,0,-4.749388718532674,-2.111924369095175,-6.861313087627849,.8944171943594768
Chris Chiozza,chiozch01,2022,45,21,-3.133581819623767,5.311846569077149,2.178264749453382,-21.00349264350271,21.44764667652978,.4441540330270719,-4.536074396195747,6.544353999401405,2.008279603205658,.0503549823503621,.0503549823503621,0,-6.100220584966513,3.98038858503135,-2.119831999935163,-1.251425227766909
Josh Christopher,chrisjo01,2022,62,28,-7.032265229975359,1.527875414409846,-5.504389815565512,-.8138529033531214,19.17282152116745,18.35896861781433,-6.650379093416082,2.955140089746311,-3.695239003669771,-.0135575521431327,-.0135575521431327,0,-3.455020504377336,-2.697318527493883,-6.15233903187122,.4093019153390672
Brandon Clarke,clarkbr01,2022,142,67,-3.636502843149191,-2.694620022930039,-6.33112286607923,1.758603236734332,1.150170740314986,2.908773977049318,-3.415473370595519,-2.410028746695873,-5.825502117291391,-.1040309347094604,-.1040309347094604,0,.0631767936471053,-2.623235252431241,-2.560058458784136,-1.066231972654994
Jordan Clarkson,clarkjo01,2022,371,175,.7588455359476972,.6944644517753534,1.453309987723051,-2.02324099477815,3.186665797490127,1.163424802711977,.567788843637214,.947652014730149,1.515440858367363,.3821874299856229,.3821874299856229,0,3.286477590948699,-.1165621081165849,3.169915482832113,.3605103243591039
Nic Claxton,claxtni01,2022,167,76,-7.471707001775442,1.281580841596833,-6.190126160178609,-1.799590498757459,-5.777984371024123,-7.577574869781582,-7.192413857494785,.8642427558165223,-6.328171101678262,-.138347558404881,-.138347558404881,0,-7.389646112836869,3.800536725227963,-3.589109387608906,-.2913467751134615
Amir Coffey,coffeam01,2022,98,45,-1.068324409142178,-5.857541166663269,-6.925865575805448,-8.67104454105584,9.775098677031291,1.104054135975451,-1.62632811089435,-4.899810495484541,-6.526138606378892,-.0865119685511592,-.0865119685511592,0,-1.878695821526934,-4.817941779936333,-6.696637601463268,-.2167066076978147
John Collins,collijo01,2022,423,206,3.826872186033361,2.045663891771215,5.872536077804576,7.005702849733114,10.18973806335448,17.19544091308759,4.137908652235435,2.697364665504729,6.835273317740164,.9995812241965287,.9995812241965287,0,3.632652540673487,2.582340279220871,6.214992819894358,-.7931586827050079
Mike Conley,conlemi01,2022,361,172,3.692585963623735,3.439020586086395,7.13160654971013,3.123835316449345,-7.350328595871113,-4.226493279421767,3.707740867849183,2.68777602986479,6.395516897713973,.8013802162577451,.8013802162577451,0,4.340907964164785,1.482470641453752,5.823378605618537,-.1496934198447839
Pat Connaughton,connapa01,2022,521,239,1.525281124075092,-2.185709696263924,-.6604285721888323,-.9229573116672913,-8.911015379150943,-9.833972690818234,1.33394107875946,-2.743652548449261,-1.409711469689801,.1626990182018135,.1626990182018135,0,3.127318545806058,-2.96821001332447,.1591085324815871,-.4568526322398551
Sharife Cooper,coopesh01,2022,16,7,-18.52505407044781,-9.327766414596447,-27.85282048504425,-12.284159650603,-12.08741690674671,-24.37157655734971,-18.51177777565265,-9.765759182394028,-28.27753695804667,-.0914516473586141,-.0914516473586141,0,-10.56526112062804,-10.48105413150283,-21.04631525213087,.3158240056352472
